nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Patricio Olivas Gastélum",7639632,9,,patricio6434,gR8vhjXsq21NszzC,,4364,Vacaciones,,216000,4
"Norma Anguiano Hidalgo",3407325,2,,Normahidalgo,56y27gYcZCTWXDs,,8970,"Cena de Trabajo",,90000,1
"José Luis Caldera Cardona",3814885,0,,jolucaca,psiowiYwI6z1Q,,7808,"Cena de Trabajo",,798000,7
"Marcos Ayala Arevalo",18975329,2,Marcosarevalo@tourket.com,maayar,AFD6ziTyTLOJm1b7,,3644,"Salida con Amigos",,665000,7
"David Solorzano Mayorga",14908744,3,david253@outluc.com,david9105,358k7jPu8oU,,8689,"Cena de Trabajo",,940000,10
"Samuel Tello Mena",3361257,5,samuel8954@viajesanma.com,samuel878,iLGw02qd5W,,7305,"Salida con Familia",,1024000,8
"Adán Brito Chapa",2659116,3,,Adánchapa,GVJVQ8kYG,,2101,"Salida con Amigos",,126000,2
"Octavio Roque Aguilera",22792931,6,,Octavioaguilera,H5TMwTcmxZ6w,,588,"Salida con Familia",,243000,3
"Sofia Negrón Alcala",4862166,0,,Sofiaalcala,lxEN6GAF3Ym,,9196,Aniversario,,1206000,9
"Felipe Saavedra Estrada",20507991,2,felipe8261@wass.com,fesaes,bWB0moxcWw6NqjFu,,1466,"Cena de Trabajo",,833000,7
"Sta. Verónica Gaytán Mayorga",28727230,8,sta.2911@wass.com,Sta.mayorga,mnGNl34Z,,7291,Vacaciones,,1204000,7
"Irene Arredondo Amaya",2735826,8,,iraram,sttBNA7JA6f,,3752,Aniversario,,705000,5
"Óscar Solorzano Ulibarri",20419057,7,,óssoul,m117Jd7ssL,,2940,"Cena de Trabajo",,1386000,9
"Dolores Samaniego Aguirre",1466326,6,Doloresaguirre@wass.com,Doloresaguirre,5mKRpn4vbFybp8m,,8155,"Cena de Trabajo",,900000,5
"Tomás Otero Vázquez",3590779,3,,tomás436,M9dWNP4i8s5U0O,,2551,Aniversario,,1200000,8
"Sra. Clara Fuentes Romo",6432379,2,Sra.romo@outluc.com,Sra.romo,M6ziuMUO9PRKbD,,4105,Aniversario,,720000,9
"Isabel Ontiveros Jiménez",4300455,7,,isabel7276,jCp2OTbo0e,,6074,Vacaciones,,864000,9
"Sta. José Eduardo Barela Guevara",28260750,6,Sta.guevara@viajesanma.com,sta.4091,yDtLJkxcKWO6sZ,,2138,Aniversario,,1320000,8
"Eva Delao Santacruz",28419503,5,,eva9802,tR0ogNcw4T,,4592,"Salida con Amigos",,480000,5
"Conchita Vásquez Flórez",5543398,4,,cováfl,CEgHT0Jm,,8056,"Salida con Amigos",,400000,5
"Sra. María Soledad Gómez Alicea",11195475,5,,Sra.alicea,9l9ObAeZS,,5826,Aniversario,,700000,5
"Sonia Rivera Aparicio",634100,4,soriap@edubus.cal,sonia6761,hVd3lDTFes,,9570,Vacaciones,,504000,8
"Sr. Antonia Ocampo Delarosa",25747571,9,sranocde@wass.com,Sr.delarosa,bNln90AXwx3,,4233,"Salida con Familia",,400000,5
"Sra. Tomás Guillen Muñiz",22220018,0,,Sra.muñiz,8Qz8xPVhplFuN1J,,8620,Aniversario,,424000,8
"Carlos Montenegro Orosco",15303522,9,carlos4369@tourket.com,camoor,Of0rzWhrk,,7625,Aniversario,,750000,10
"Cristobal Montalvo Sotelo",19248400,6,,Cristobalsotelo,pQMta97kv5C,,2886,"Salida con Amigos",,113000,1
"Elsa Nava Rivera",12807456,2,,elnari,JuS4KPnhI8Lk4sHK,,6824,Aniversario,,1316000,7
"César Cruz Feliciano",2908064,0,,cécrfe,IwFSt0ofv,,9703,"Salida con Familia",,480000,3
"Julia Maldonado Parra",18330781,9,Juliaparra@outluc.com,jumapa,nHzMySZg2o,,5858,"Cena de Trabajo",,515000,5
"Diana Rico Cabán",14449000,2,,Dianacabán,921FpOAClwEB,,2430,"Salida con Amigos",,570000,5
"Laura Menéndez Gálvez",583666,2,,laura6696,p7CqSrewp6R,,4430,"Cena de Trabajo",,546000,6
"Luis Miguel Guardado Luna",11096378,5,,Luisluna,LRc814xfwiA2qE,,2366,"Cena de Trabajo",,358000,2
"Elisa Lara Bahena",5514265,3,,ellaba,wV4eHbcOXp5F1,,8055,"Salida con Amigos",,480000,6
"Marcela Chávez Limón",16668741,1,,marcela884,xvCOOtcU9tDwIbv,,2309,"Salida con Familia",,740000,10
"Carlos Navarro Garza",6452235,3,Carlosgarza@tourket.com,canaga,j4b33Y35Ge6nL0sw,,6559,"Salida con Familia",,1239000,7
"Sta. Víctor Arredondo Rubio",16328869,9,sta.4409@wass.com,sta.1239,NV1T3Aoj,,1961,Vacaciones,,1158000,6
"Lilia Duarte Montalvo",28219410,4,,Liliamontalvo,HdnsyV6sftcWM,,9196,Aniversario,,86000,2
"Sr. Víctor Garrido Rodarte",4422973,0,Sr.rodarte@tourket.com,Sr.rodarte,74C9MAzMZ37G7RG,,7712,"Salida con Amigos",,460000,4
"Clemente Vallejo Ávalos",15464524,1,,clemente4599,74OMfY8POm,,4508,"Cena de Trabajo",,1440000,9
"Elsa Nava Rivera",12807456,2,Elsarivera@wass.com,elnari,JuS4KPnhI8Lk4sHK,,6824,"Salida con Amigos",,1592000,8
"Josefina Irizarry Cedillo",6357119,9,josefina7179@outluc.com,joirce,sRQuq4U1pb1Jrq,,2668,Aniversario,,392000,4
"Laura Menéndez Gálvez",583666,2,,laura6696,p7CqSrewp6R,,4430,"Cena de Trabajo",,480000,6
"Eva Trujillo Cerda",26860883,4,Evacerda@wass.com,evtrce,YNi2hu4Th,,2379,"Salida con Amigos",,294000,3
"Sta. Daniela Zambrano Amador",1384200,0,sta.7229@tourket.com,Sta.amador,8vTpvSj9TS8,,3901,Aniversario,,420000,6
"Lilia Duarte Montalvo",28219410,4,lilia2334@outluc.com,Liliamontalvo,HdnsyV6sftcWM,,9196,"Salida con Amigos",,80000,2
"María Elena Sisneros Varela",10620908,1,,maría6876,3kBHcmU5PgIR6,,1697,"Cena de Trabajo",,768000,6
"Isabela Delafuente Tejeda",21230128,0,,isabela2007,sYcXqci0XqAkp4ya,,2384,Vacaciones,,1176000,7
"Eduardo Lira Robledo",8086250,4,Eduardorobledo@tourket.com,Eduardorobledo,OtOtafHlzJ3Y,,5385,"Cena de Trabajo",,1512000,8
"Luis Cantú Cardenas",2642352,0,,Luiscardenas,uC6ZuiDUbt,,1579,"Salida con Amigos",,492000,4
"Mario Enríquez Zamora",27747666,5,,maenza,Pun2h95U5W,,3255,Vacaciones,,1480000,10
"María Teresa Méndez Valadez",5632529,8,,maría4488,gsDYlsL5t,,3179,"Salida con Amigos",,920000,5
"Reina Orosco Hernandes",7847898,5,reorhe@tourket.com,reina273,8fN949KIMay,,471,Aniversario,,952000,8
"María Elena Delacrúz Perales",14106450,9,maeldepe@wass.com,Maríaperales,qYHxgfry4Msd,,3294,"Cena de Trabajo",,1340000,10
"Gilberto Cadena Jaime",10653759,3,,gilberto8479,9P8y4uyGy9otZX,,1052,"Cena de Trabajo",,984000,6
"Sta. Graciela Rentería Espinosa",17669275,8,,Sta.espinosa,OezGxcxUMoYQ0,,2061,Aniversario,,276000,4
"Sra. María Luisa Ulloa Bañuelos",1794653,6,,Sra.bañuelos,j8MMiCNKuP2Rnx,,8837,Aniversario,,275000,5
"Sonia Aragón Pagan",21597357,3,soarpa@edubus.cal,sonia5838,KebSb8Zqcg1xT,,6918,"Salida con Amigos",,448000,8
"Mercedes Nava Leal",24978391,9,Mercedesleal@outluc.com,Mercedesleal,b5dGGV9oXf4wPABq,,7935,"Salida con Amigos",,260000,5
"Sr. Octavio Godínez Irizarry",12370111,9,,Sr.irizarry,qH7qTzBb,,3903,Aniversario,,1068000,6
"Raquel González Pizarro",19049201,0,Raquelpizarro@wass.com,ragopi,CaziZh1CLZCOHM1R,,6495,"Salida con Familia",,358000,2
"Sr. Vicente Delgadillo Castellanos",16478057,0,sr.4816@marmol.com,srvideca,3qHRsaV9DnN1,,5873,Vacaciones,,316000,4
"Gregorio Piña Fonseca",4545040,6,gregorio5346@viajesanma.com,Gregoriofonseca,0wa4AAxHcrm,,8740,Aniversario,,119000,1
"Reina Orosco Hernandes",7847898,5,,reina273,8fN949KIMay,,471,"Cena de Trabajo",,260000,4
"Silvia Ontiveros Jurado",8478209,2,silvia6482@edubus.cal,Silviajurado,R89Whqh1aYAJ,,4914,"Cena de Trabajo",,498000,3
"Sra. María Teresa Enríquez Lara",19405895,0,srmateenla@viajesanma.com,sra.4030,mASSXz8Ij,,6672,Aniversario,,1390000,10
"Sofia Crespo Gil",19580103,7,sofia6181@marmol.com,Sofiagil,pbNLLFxB2Xkb,,7250,Aniversario,,1323000,7
"Ana María Palomino Saldivar",4811803,8,anmapasa@edubus.cal,anmapasa,bEl3XGn1mKVw,,8617,"Salida con Amigos",,765000,9
"José María Acuña Sedillo",19536477,0,,Josésedillo,ofmWH2W49mh,,4698,"Salida con Familia",,497000,7
"Eduardo Lira Robledo",8086250,4,,Eduardorobledo,OtOtafHlzJ3Y,,5385,"Cena de Trabajo",,1665000,9
"Juana Rico Escamilla",17141697,3,,juana6512,Pi9pDqAnQ6gbE,,208,Vacaciones,,675000,5
"Carmen Alanis Soria",4148815,8,caalso@wass.com,carmen4519,fMKnX1vf0W,,343,"Cena de Trabajo",,1160000,8
"Bernardo Parra Arreola",9931417,6,,bepaar,N9OKnaRH3Oi6AXDu,,5764,Vacaciones,,870000,6
"Dolores Treviño Barela",14866879,5,,dotrba,FZxzb7ZWo36HGy,,9475,"Salida con Familia",,53000,1
"Sta. Guadalupe Soto Carrion",8262864,9,Sta.carrion@wass.com,Sta.carrion,IDmghJ0nluXF5nJc,,219,Aniversario,,382000,2
"Sra. Reina Rentería Rodríquez",8452352,6,sra.8598@outluc.com,sra.2130,Zuv2P1inwZ2,,1410,"Salida con Familia",,154000,2
"Sta. Salvador Navarro Navarro",25087651,3,sta.4551@edubus.cal,sta.1985,IsJS4b8CW4Zx,,5750,"Salida con Familia",,448000,8
"Alfredo Bueno Portillo",24532703,0,,albupo,ZJO0UkHiz,,4328,Vacaciones,,1092000,6
"Carla Villalobos Quiroz",12350990,0,caviqu@wass.com,carla1145,sbt1YmSYC7A,,5582,"Salida con Familia",,834000,6
"Bernardo Alejandro Montero",8545279,7,Bernardomontero@edubus.cal,bealmo,kzLF0eK20BQ6X1NO,,2068,"Cena de Trabajo",,153000,1
"Ignacio Peres Chacón",28936543,5,ignacio5166@outluc.com,Ignaciochacón,tf5gyzAXr,,1426,Vacaciones,,108000,1
"David Lira Ulloa",18215270,6,Davidulloa@outluc.com,Davidulloa,3lk4ts8dS8IHn,,7811,Vacaciones,,1122000,6
"Santiago Valenzuela Ocasio",8965832,2,,Santiagoocasio,X0Eral7tHtnBN,,2427,Vacaciones,,640000,10
"Ángela Prado Caldera",19800967,9,,ángela8524,3yt07eeUeS39p,,534,"Salida con Familia",,1395000,9
"Sonia Rivera Aparicio",634100,4,,sonia6761,hVd3lDTFes,,9570,Aniversario,,1008000,8
"Pablo Rael Saldivar",2481287,1,,pablo2107,Rsdq1ldIl844Rsde,,6834,"Salida con Amigos",,945000,5
"Julio Gracia Vásquez",18227125,0,,jugrvá,JcOp71FF,,4865,"Salida con Amigos",,895000,5
"Sr. Sara Toro Prieto",20761195,6,Sr.prieto@wass.com,Sr.prieto,2aFdLj6I7vKvVUL7,,661,Aniversario,,528000,8
"Sr. Catalina Roybal Sepúlveda",25758749,5,srcarose@tourket.com,srcarose,2VnT1bYdvf,,6409,Aniversario,,740000,5
"Julio Aragón Rael",21916619,2,juarra@outluc.com,Juliorael,93MKcinEshbekK3,,335,Aniversario,,570000,10
"Sta. Ramiro Bahena Tovar",18719473,3,Sta.tovar@marmol.com,strabato,vDtwl9Rm9ClLAXGv,,6110,"Cena de Trabajo",,77000,1
"Eva Bahena de Anda",21105958,3,eva9639@edubus.cal,eva401,QZ0zFzpFi2P9sy,,5802,Vacaciones,,1368000,8
"Sta. Juan Zamora Nájera",13913752,3,,stjuzaná,UpCFL816jUoTb,,8680,"Cena de Trabajo",,1424000,8
"Sr. Isabel Santacruz Roybal",22606319,6,Sr.roybal@edubus.cal,sr.6062,naAqFjNCZwd8Q2oP,,824,"Salida con Familia",,530000,10
"Caridad Caldera Merino",1503912,4,cacame@outluc.com,Caridadmerino,r1aBQ7Yo47x,,2394,"Cena de Trabajo",,1344000,8
"Guillermina Reséndez Santillán",10355409,8,,guresa,Zh8D5by8s,,8638,"Salida con Amigos",,159000,1
"Alejandro Olivo Luna",2504646,3,,Alejandroluna,vzZBGrWMXKp40Dlb,,1780,"Salida con Familia",,432000,3
"Rafael Gaona Armenta",1991964,1,,rafael4852,FVvU5Wxhhu,,6276,"Salida con Amigos",,792000,9
"Felipe Saavedra Estrada",20507991,2,,fesaes,bWB0moxcWw6NqjFu,,1466,"Cena de Trabajo",,284000,4
"María Soledad Corrales Delrío",8695444,3,,Maríadelrío,qE02aeqfKC,,1232,"Salida con Familia",,777000,7
"Adán Brito Chapa",2659116,3,,Adánchapa,GVJVQ8kYG,,2101,Vacaciones,,1710000,10
"Gustavo Hurtado Manzanares",16788357,5,Gustavomanzanares@viajesanma.com,gustavo3964,s4zrnyMO1Fe,,4987,"Salida con Familia",,710000,5
"Cristina Orosco Nieto",24510069,8,cristina3224@wass.com,crorni,6V72eg8xWW,,6643,Vacaciones,,193000,1
"Sr. Guillermo de Anda Ledesma",2548459,2,srgudeanle@edubus.cal,srgudeanle,zrky1dhbmlo6fjEb,,3726,Vacaciones,,532000,7
"Ramona Brito Flores",9717094,0,,rabrfl,mtM5QirMAj,,5577,"Salida con Amigos",,987000,7
"Mónica Roldán Leiva",1966124,5,,mórole,cqA6Fr7kap,,9907,"Cena de Trabajo",,460000,4
"Germán Haro Olvera",20304482,8,,Germánolvera,VU0na1S5oc,,2632,"Salida con Familia",,150000,3
"Elena Rocha Carrasquillo",12709690,2,elena3446@tourket.com,Elenacarrasquillo,7opRvgbUG,,6925,Vacaciones,,138000,6
"Mateo Ulibarri Valdés",8609239,5,mateo4875@edubus.cal,maulva,HZCB4wovVUaXWLX,,9156,"Salida con Amigos",,1008000,8
"Juan Carlos Urrutia Portillo",29990360,5,Juanportillo@viajesanma.com,Juanportillo,GisKq2b4f0dw4,,1523,Aniversario,,582000,3
"Sta. Ramón Pineda de Anda",9867680,5,strapidean@tourket.com,strapidean,BaZezig1Wg,,5189,Vacaciones,,960000,5
"Patricia Soria Lozano",25886763,7,pasolo@wass.com,pasolo,Mg8KVrke,,6294,"Cena de Trabajo",,872000,8
"Clemente Vallejo Ávalos",15464524,1,,clemente4599,74OMfY8POm,,4508,"Salida con Familia",,1180000,10
"Dolores Samaniego Aguirre",1466326,6,Doloresaguirre@wass.com,Doloresaguirre,5mKRpn4vbFybp8m,,8155,"Cena de Trabajo",,123000,1
"Sra. Roberto Mena Sanabria",7480874,3,srromesa@viajesanma.com,sra.8515,zRVWwYf5OxM05,,5044,"Salida con Amigos",,58000,1
"Timoteo Alvarado Laureano",27229853,0,timoteo9401@outluc.com,timoteo7164,TOjeRZ9v,,8636,Aniversario,,262000,2
"Alfredo Lucio Cabrera",15446234,1,,alfredo543,Yp1trMoY2,,5526,"Cena de Trabajo",,420000,6
"María Elena Trujillo Cintrón",20518796,0,,maría361,GAusH27T,,2878,"Salida con Amigos",,189000,3
"Yolanda Guerra Hinojosa",2538448,2,Yolandahinojosa@marmol.com,Yolandahinojosa,cp8BbIJ6,,5378,"Cena de Trabajo",,888000,6
"Sr. Guillermo de Anda Ledesma",2548459,2,,srgudeanle,zrky1dhbmlo6fjEb,,3726,Aniversario,,1080000,10
"Rebeca Carbajal Gutiérrez",17209988,2,rebeca7621@wass.com,rebeca7641,L5JZUdUlf66,,7677,Vacaciones,,1080000,9
"Sr. Sancho Delgado Parra",9133156,0,srsadepa@viajesanma.com,Sr.parra,nybwifUqN1O4,,7447,"Salida con Amigos",,970000,5
"Sta. Micaela Gamboa Orozco",21753563,8,sta.2342@tourket.com,Sta.orozco,QI0bEkR09d9,,6169,"Salida con Amigos",,544000,4
"Enrique Casares Tejada",12221764,7,encate@edubus.cal,encate,jd8JBXSl5b3U0co,,9881,Vacaciones,,679000,7
"Gloria Montez Figueroa",26481552,5,glmofi@tourket.com,glmofi,Joi1KeAwCU24J,,3347,"Cena de Trabajo",,356000,4
"Sergio Benítez Vázquez",21220598,2,,sebevá,89Gmfmhlk8QcD,,3604,Aniversario,,358000,2
"Guillermo Carmona Baca",28593857,0,guillermo7709@marmol.com,gucaba,qQs4Sm3136ESsSZz,,8295,"Cena de Trabajo",,1408000,8
"Adriana Zelaya Henríquez",25682422,1,adriana5923@marmol.com,Adrianahenríquez,C04oIseF1MAl,,7660,"Cena de Trabajo",,99000,1
"Gustavo Hurtado Manzanares",16788357,5,Gustavomanzanares@viajesanma.com,gustavo3964,s4zrnyMO1Fe,,4987,Vacaciones,,162000,9
"Mercedes Elizondo Rentería",6375429,3,meelre@outluc.com,mercedes765,sSTqAUt8S2Q,,2490,"Cena de Trabajo",,445000,5
"Virginia Salinas Barraza",12396043,2,Virginiabarraza@outluc.com,virginia7677,bDHZ1bjezpRskJt,,249,"Cena de Trabajo",,150000,1
"María del Carmen Maldonado Magaña",18965226,7,,Maríamagaña,rxq6lJOx5J66f7,,8784,"Salida con Amigos",,91000,1
"Sra. Reina Rentería Rodríquez",8452352,6,sra.8598@outluc.com,sra.2130,Zuv2P1inwZ2,,1410,Vacaciones,,1760000,10
"Alejandra Galván Mena",28974663,3,algame@wass.com,alejandra7068,1xvbiWF3qqixYWD,,8240,"Salida con Amigos",,441000,3
"Esperanza Rosado Rivero",1123498,4,esperanza3244@viajesanma.com,esrori,sFZGC150ll,,690,"Cena de Trabajo",,312000,3
"Sr. Marcela Muñiz Verdugo",5065923,2,,srmamuve,JXh2xFlFx,,1453,"Cena de Trabajo",,750000,10
"Juan Carlos Urrutia Portillo",29990360,5,Juanportillo@viajesanma.com,Juanportillo,GisKq2b4f0dw4,,1523,Aniversario,,975000,5
"Rodrigo Henríquez Camacho",1610966,5,Rodrigocamacho@viajesanma.com,rodrigo6918,iJU6G1yxCJLG,,6901,Aniversario,,1337000,7
"Eduardo Serna Alejandro",27466408,8,Eduardoalejandro@tourket.com,eduardo2214,JocjK7N9er1j4RPZ,,3104,"Salida con Amigos",,1246000,7
"Horacio Bernal Jasso",2754374,0,horacio6773@outluc.com,Horaciojasso,QozhDC7D,,226,"Salida con Familia",,552000,3
"Samuel Tello Mena",3361257,5,samuel8954@viajesanma.com,samuel878,iLGw02qd5W,,7305,"Cena de Trabajo",,558000,9
"Sta. Javier Salcedo Padrón",20467390,0,sta.4200@wass.com,Sta.padrón,VaRGuVlvQU4Z61F,,9288,Aniversario,,846000,6
"Cristobal Montalvo Sotelo",19248400,6,cristobal794@edubus.cal,Cristobalsotelo,pQMta97kv5C,,2886,"Salida con Familia",,518000,7
"Sta. Roberto Galarza Miranda",1883281,0,strogami@edubus.cal,sta.6019,5umvBdV04gGX,,5541,Aniversario,,252000,3
"Catalina Escalante Corrales",26142323,5,,caesco,w6mDFyDhsV,,413,"Salida con Familia",,1422000,9
"Andrea Negrón Medina",11914869,3,andrea2192@outluc.com,Andreamedina,Pa1BywccY0PEp6,,6324,"Cena de Trabajo",,835000,5
"Caridad Leyva Llamas",20393707,5,calell@edubus.cal,Caridadllamas,2qhGNF9o4hW,,4268,"Salida con Amigos",,1064000,7
"Victoria Laureano Mora",26275709,9,victoria8190@viajesanma.com,victoria1977,az6UuZiQ,,1039,"Salida con Amigos",,1880000,10
"Antonio Espino Zayas",1211951,8,,anesza,7j0NHH3H8aMKoPa,,8939,"Cena de Trabajo",,1211000,7
"José Eduardo Jasso Collazo",20635493,3,,josé1391,jXifqPK76kU4jf9,,3258,"Salida con Familia",,788000,4
"Anita Flórez Otero",18277020,5,anflot@wass.com,Anitaotero,281SXY73Mmq,,546,"Salida con Amigos",,670000,10
"Diana Rico Cabán",14449000,2,,Dianacabán,921FpOAClwEB,,2430,Vacaciones,,146000,2
"Ángela Lovato Centeno",1328184,0,,Ángelacenteno,1p0UVuYolU,,6042,Aniversario,,609000,7
"Enrique Adame Mesa",2049049,7,Enriquemesa@tourket.com,enrique4434,3UuajgvdQg5hnN3,,1410,"Salida con Familia",,276000,3
"Ramiro Terrazas Alejandro",26369394,9,rateal@edubus.cal,ramiro4166,dn6ZbTQFlFU2OkC,,254,"Salida con Familia",,1216000,8
"Esperanza Navarrete Reyes",20998320,6,Esperanzareyes@wass.com,Esperanzareyes,hOAaQ9QGitFlSEn7,,7397,Vacaciones,,1386000,9
"Cristina Arevalo Mondragón",18675279,1,crarmo@marmol.com,crarmo,cmmQEM2x8ZkFi5v,,4934,"Salida con Familia",,336000,2
"Francisco Santana Juárez",11776432,0,francisco5942@wass.com,francisco4146,ZYU9W51SPz6i5D,,4022,Vacaciones,,385000,7
"David Atencio Coronado",20089228,3,daatco@wass.com,david3926,HQ37qC8l3ZQ7b0zu,,2652,Vacaciones,,246000,2
"Rafael Gaona Armenta",1991964,1,Rafaelarmenta@viajesanma.com,rafael4852,FVvU5Wxhhu,,6276,"Salida con Amigos",,1719000,9
"Rosario Menéndez Gallardo",17238838,8,romega@tourket.com,Rosariogallardo,6BJ90QMeLsc0lP5l,,5501,"Salida con Familia",,820000,5
"Alejandra Niño Montoya",15619157,4,alejandra9264@edubus.cal,alnimo,3rYhYd2Wy6iv,,3063,"Salida con Amigos",,616000,7
"Daniel Marín Ríos",14665329,4,,damarí,mNY0uB5S3v,,8804,"Salida con Amigos",,304000,2
"Mónica Roldán Leiva",1966124,5,,mórole,cqA6Fr7kap,,9907,"Cena de Trabajo",,531000,9
"Eduardo Lira Robledo",8086250,4,,Eduardorobledo,OtOtafHlzJ3Y,,5385,"Cena de Trabajo",,1393000,7
"Sara Ceballos Chacón",27734474,2,,sacech,B4TtZJGv51,,2498,"Salida con Amigos",,420000,3
"Reina Orosco Hernandes",7847898,5,reorhe@tourket.com,reina273,8fN949KIMay,,471,"Cena de Trabajo",,335000,5
"Diego Galindo Collado",9286479,0,digaco@tourket.com,digaco,IHwClUY58n21Hb,,8971,"Salida con Familia",,1038000,6
"Sta. Esperanza Godoy Zamora",11322406,1,sta.8171@wass.com,Sta.zamora,gwxc7NcNDlRwl6J,,3974,Vacaciones,,648000,4
"Amalia Arteaga Cortés",5331946,7,amalia5315@marmol.com,Amaliacortés,nO36tQ2I,,5469,Aniversario,,384000,6
"Alicia Casares Rojas",20716494,1,alicia4580@outluc.com,alicia4395,QmoCw0woj01Y,,8814,Aniversario,,915000,5
"Jerónimo Archuleta Araña",4811872,0,,Jerónimoaraña,GBFxx69jXfF3g8,,1818,"Cena de Trabajo",,464000,8
"Elena Rocha Carrasquillo",12709690,2,elena3446@tourket.com,Elenacarrasquillo,7opRvgbUG,,6925,Vacaciones,,106000,2
"Jorge Luis Martínez Perales",21239430,0,Jorgeperales@outluc.com,jolumape,fXSUVD4wlC0HY,,2102,Aniversario,,1008000,6
"Gregorio Guerrero Campos",12418121,6,gregorio4842@outluc.com,gregorio5753,OsDKfV4v,,463,"Salida con Amigos",,414000,9
"Blanca Espinoza Leyva",27919499,3,Blancaleyva@tourket.com,blesle,Ue8YrjjaM7Zy,,6245,Vacaciones,,795000,5
"Estela Fuentes Moreno",484092,5,esfumo@marmol.com,Estelamoreno,av7N2cMCBES,,8878,Aniversario,,320000,5
"Ignacio Guardado Ledesma",1180812,3,ignacio6441@outluc.com,ignacio5600,IzQHgsVhL7,,3641,"Salida con Amigos",,96000,1
"Cristina Orosco Nieto",24510069,8,cristina3224@wass.com,crorni,6V72eg8xWW,,6643,"Cena de Trabajo",,187000,1
"Rafael Gaona Armenta",1991964,1,Rafaelarmenta@viajesanma.com,rafael4852,FVvU5Wxhhu,,6276,"Salida con Amigos",,820000,10
"Lucia Puga Alaniz",10570039,3,,Luciaalaniz,RjCjNTln9PPfoL,,1084,"Salida con Familia",,816000,6
"Gonzalo Marín Grijalva",25527328,0,gonzalo1199@viajesanma.com,gonzalo9628,ibjH3YG0c3w,,1402,"Cena de Trabajo",,386000,2
"Sra. Germán Pichardo Arellano",28150156,9,sra.5429@wass.com,srgepiar,UiQan0IX4KoIS,,6507,Aniversario,,612000,6
"Gustavo Hurtado Manzanares",16788357,5,Gustavomanzanares@viajesanma.com,gustavo3964,s4zrnyMO1Fe,,4987,Vacaciones,,1770000,10
"Carla Villalobos Quiroz",12350990,0,,carla1145,sbt1YmSYC7A,,5582,"Salida con Familia",,1380000,10
"Elena Rocha Carrasquillo",12709690,2,elena3446@tourket.com,Elenacarrasquillo,7opRvgbUG,,6925,"Cena de Trabajo",,680000,4
"Eva Delao Santacruz",28419503,5,eva1636@outluc.com,eva9802,tR0ogNcw4T,,4592,"Cena de Trabajo",,336000,4
"Sr. Mariano Pineda Mireles",2703928,6,,sr.5439,yGjHCdRmkGz6,,4688,Vacaciones,,2000000,10
"Mateo Ulibarri Valdés",8609239,5,,maulva,HZCB4wovVUaXWLX,,9156,Aniversario,,72000,1
"Jerónimo Valles Reynoso",3422721,7,,jevare,guUbEAbRS9Hi1q,,8083,"Salida con Amigos",,555000,3
"Sr. Reina Anguiano Tovar",2816156,5,,Sr.tovar,OSIiqbuwCQ3o,,6586,"Cena de Trabajo",,704000,4
"Julio Delafuente Arteaga",26142737,0,,Julioarteaga,y2GphNWLvQZ9PEA,,4616,"Salida con Familia",,573000,3
"Vicente Arenas Casillas",10346971,6,,viarca,I8b9IaTSblr,,1064,"Cena de Trabajo",,264000,2
"Ramón Zambrano Calvillo",11707446,3,,razaca,5iOVVDtR,,5997,Aniversario,,171000,3
"Sr. Antonia Ocampo Delarosa",25747571,9,,Sr.delarosa,bNln90AXwx3,,4233,"Salida con Familia",,630000,5
"Estela Granados Duarte",1119546,6,estela2029@wass.com,estela9265,nexxCdunMBzu2611,,5603,Vacaciones,,88000,1
"Clemente Vallejo Ávalos",15464524,1,,clemente4599,74OMfY8POm,,4508,"Salida con Familia",,931000,7
"César Delafuente Ponce",21577875,4,,cédepo,2mLm1rh7iTIHzVd0,,1930,"Salida con Familia",,320000,8
"Lucas Gamboa Godoy",13354191,8,lucas3349@marmol.com,Lucasgodoy,YHJF5FcoeGu4woC,,4191,Vacaciones,,504000,8
"Carlos Perales Benavídez",6538273,3,,capebe,PU2OMpts0d2kDiZ,,9187,Aniversario,,720000,8
"Sta. Laura Saldaña Uribe",5358647,3,sta.6755@viajesanma.com,sta.8530,6w5W9GEIn62,,5529,"Cena de Trabajo",,267000,3
"Sr. Gerardo Crespo Sosa",1885325,6,,Sr.sosa,VOeQiA9le,,2244,"Cena de Trabajo",,875000,7
"Marcela Tovar Correa",5963983,8,matoco@wass.com,marcela3896,yQ3kQxsA8B,,8076,Vacaciones,,745000,5
"Sta. Verónica Gaytán Mayorga",28727230,8,sta.2911@wass.com,Sta.mayorga,mnGNl34Z,,7291,Vacaciones,,621000,9
"Sr. Víctor Garrido Rodarte",4422973,0,Sr.rodarte@tourket.com,Sr.rodarte,74C9MAzMZ37G7RG,,7712,"Cena de Trabajo",,945000,5
"Sra. Débora Palacios Regalado",4223874,0,,sra.7860,Fq4X10hvkW,,1269,"Salida con Familia",,364000,7
"Sta. Luisa Hinojosa Menéndez",13705314,4,sta.3163@viajesanma.com,stluhime,pz42UwCyXd2X6,,8575,"Cena de Trabajo",,702000,9
"Ramón Leyva Vásquez",11206179,7,,ralevá,f9ebAm7Fj0fOeGI,,5685,Aniversario,,1719000,9
"Javier Reynoso Blanco",12536275,3,,javier9580,tUiMY3Cc6jnN85,,7959,"Cena de Trabajo",,111000,1
