nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
Sra. Francisco Paredes Viera,8129664,2,sra.6567@viajes.cl,sra.4588,rdtvPx8mhH,\+56 9 9025 9422,Diurno,Consalud,Full time,498021,55966,2025-03-06,710000,10,No disponible,78100,Leganés,Tarrasa,2025-08-09,2025-08-11,43,3439,71000,Pullman Bus,Cama,"{""Asientos reclinables"",TV,""Aire acondicionado""}",{},,{}
Sr. Marilu Cornejo Alemán,18930111,1,sr.5351@viajes.cl,srmacoal,oVqF2mtszGse,\+56 2 6823 7630,Nocturno,Fonasa,Part time,498022,56683,2025-03-12,1211000,7,No disponible,67136,Sabadell,Majadahonda,2025-07-01,2025-07-02,50,2660,173000,Andesmar,Cama,"{Baño,""Aire acondicionado"",TV}",{},,{}
Sra. Pablo Calvillo Linares,23230258,5,srpacali@viajes.cl,Sra.linares,qzM6F6gm49s,\+56 2 4640 1873,Nocturno,Colmena,Part time,498023,56683,2025-05-05,1148000,7,No disponible,80394,Majadahonda,Zaragoza,2025-07-02,2025-07-04,32,3476,164000,FlixBus,Cama,"{Baño,Calefacción,Wifi}",{},,{}
José Eduardo Escobar Prado,17677783,4,Joséprado@viajes.cl,joedespr,0lgnyWaD2DbvK,\+56 9 6519 4208,Diurno,Consalud,Part time,498030,57081,2025-03-17,1336000,8,No disponible,7918,Gandía,San Sebastían de los Reyes,2025-11-20,2025-11-22,49,4018,167000,Estrella Roja,Cama,"{Comida,Calefacción,TV}",{},,{}
Clara Lucio Saldivar,20062640,0,cllusa@viajes.cl,Clarasaldivar,CHKdD5afh8,\+56 9 7612 0174,Diurno,Banmédica,Part time,498031,57081,2025-02-07,632000,8,No disponible,38351,San Sebastían de los Reyes,Dos Hermanas,2025-11-22,2025-11-23,46,2783,79000,Damas,Cama,"{Baño,Wifi,""Asientos reclinables""}",{},,{}
Conchita Hernandes Luna,15370325,6,Conchitaluna@viajes.cl,conchita5734,1eysYfok,\+56 9 7092 5853,Diurno,Banmédica,Full time,498038,57081,2025-08-14,1064000,8,No disponible,26013,Dos Hermanas,Pamplona,2025-11-29,2025-12-01,44,2946,133000,Andesmar,Cama,"{Baño,Comida,Agua}",{},,{}
Lorena Maya Badillo,22112621,1,lomaba@viajes.cl,Lorenabadillo,232cTs5K,\+56 2 7024 0523,Nocturno,Colmena,Part time,498039,56351,2025-06-18,135000,1,No disponible,89671,Baracaldo,Málaga,2025-12-27,2025-12-27,64,1082,135000,ŽFBH (Bosnia y Herzegovina),,"{TV,Calefacción,""Aire acondicionado""}",{},,"{Sevilla,Gecho}"
Benito Leyva Cortés,18056604,0,beleco@viajes.cl,beleco,zWoq61YFeQk1Bzx,\+56 2 2625 5242,Diurno,Colmena,Full time,498045,56351,2025-08-10,298000,1,No disponible,6236,Málaga,Algeciras,2026-01-01,2026-01-02,8,2628,298000,RZD (Rusia),,"{""Asientos reclinables"",Comida,""Aire acondicionado"",Calefacción,TV}",{},,"{""Hospitalet de LLobregat"",León,""Chiclana de la Frontera"",Granada}"
Martín Altamirano Arias,17512289,3,Martínarias@viajes.cl,maalar,JPSFRghXT1o,\+56 9 8466 4167,Nocturno,Fonasa,Part time,498049,56742,2025-07-07,1088000,8,No disponible,62377,Sagunto,Mollet del Vallés,2025-12-24,2025-12-24,77,1206,136000,SNCB (Bélgica),,"{Baño,Comida,Calefacción}",{},,{Paterna}
Federico Muñiz Apodaca,968691,6,femuap@viajes.cl,Federicoapodaca,yYKI51D9DZ1ZDd,\+56 9 0629 3514,Nocturno,Consalud,Full time,507256,,,,,Disponible,72169,Badajoz,Cartagena,2025-03-06,2025-08-04,39,3639,371000,Copa Airlines,,{},{},Primera clase,{}
Sta. Mariana Naranjo Tamez,26700750,0,sta.9010@viajes.cl,stmanata,D2AI5VwJo,\+56 2 7065 8169,Nocturno,Colmena,Part time,498054,56742,2025-10-03,2176000,8,No disponible,52812,Mollet del Vallés,Linares,2025-12-28,2025-12-30,49,4106,272000,BDZ (Bulgaria),,"{""Aire acondicionado"",TV,Baño,""Asientos reclinables"",Wifi,Comida,Agua}",{},,{Getafe}
Sra. Rafael Pedroza Saavedra,15508172,4,Sra.saavedra@viajes.cl,Sra.saavedra,KVEIz2JhW9v,\+56 9 5440 7387,Nocturno,Colmena,Part time,498056,56742,2025-03-10,888000,8,No disponible,74009,Linares,Avilés,2025-12-31,2025-12-31,1,975,111000,SNCB (Bélgica),,"{TV,""Aire acondicionado"",Wifi}",{},,{}
Caridad Murillo Gaytán,11787038,3,camuga@viajes.cl,camuga,tWqwfKSd1,\+56 9 2388 0125,Nocturno,Colmena,Part time,498061,56829,2025-11-19,393000,3,No disponible,36920,Madrid,Rubí,2026-03-05,2026-03-06,26,2331,131000,ŽFBH (Bosnia y Herzegovina),,"{TV,Baño,""Asientos reclinables"",Comida,Agua}",{},,"{""Molina de Segura"",Cartagena,Tarrasa,Irún}"
Sergio Balderas Téllez,29310774,2,Sergiotéllez@viajes.cl,sergio3246,co10N1eWlf,\+56 2 4706 5135,Nocturno,Fonasa,Part time,498062,56829,2025-01-25,279000,3,No disponible,36839,Rubí,Viladecans,2026-03-06,2026-03-07,95,2423,93000,VRZ (Croacia),,"{Calefacción,Baño,TV,""Asientos reclinables"",Wifi}",{},,"{Gecho,Sevilla,Algeciras,Huelva,""Mollet del Vallés""}"
Marisol Gurule Ayala,24637668,9,Marisolayala@viajes.cl,maguay,hZnb75lsJ,\+56 9 6705 6332,Nocturno,Banmédica,Part time,498065,56829,2025-03-10,477000,3,No disponible,293,Viladecans,Linares,2026-03-09,2026-03-09,91,324,159000,MÁV (Hungría),,{},{},,"{""Santa Coloma de Gramanet""}"
Germán Perea Longoria,27910854,0,germán709@viajes.cl,Germánlongoria,v4dpPK1AO,\+56 2 7054 5886,Diurno,Colmena,Full time,498066,57313,2025-01-03,882000,9,No disponible,40391,Alcalá de Guadaira,Badalona,2026-03-05,2026-03-06,73,2711,98000,VRZ (Croacia),,"{Calefacción,""Asientos reclinables"",""Aire acondicionado"",Wifi,Baño}",{},,{}
Hugo Orosco Canales,1654763,8,huorca@viajes.cl,huorca,Lu2a2Dbu4,\+56 9 1004 6227,Diurno,Banmédica,Part time,498071,57313,2025-06-27,3573000,9,No disponible,78162,Badalona,Estepona,2026-03-10,2026-03-12,84,3534,397000,Trenitalia,,"{Comida,Wifi,TV,""Asientos reclinables"",Calefacción,Baño}",{},,"{Zaragoza,Palencia,""San Fernando"",Logroño}"
Esteban Anaya Colunga,5095684,9,Estebancolunga@viajes.cl,Estebancolunga,phEp4zXNP3i7,\+56 9 3205 6991,Diurno,Banmédica,Part time,498072,57313,2025-03-12,3339000,9,No disponible,5196,Estepona,Zamora,2026-03-12,2026-03-14,58,3876,371000,DSB (Dinamarca),,"{""Aire acondicionado"",TV,Comida,Calefacción,Baño,Wifi,Agua}",{},,"{Inca,Alcobendas,Elche,Torremolinos,Móstoles}"
Sta. Raquel Sandoval Guillen,19190945,3,sta.9359@viajes.cl,sta.6752,kgEhG6N5,\+56 2 4804 4196,Diurno,Colmena,Full time,498079,57330,2025-05-14,324000,9,No disponible,52513,Salamanca,Talavera de la Reina,2026-08-21,2026-08-21,30,308,36000,Plusmar,Normal,"{""Asientos reclinables"",""Aire acondicionado"",Comida}",{},,{}
Sr. Clara Barrientos Gastélum,5836392,8,Sr.gastélum@viajes.cl,sr.7030,amuA4VnO,\+56 9 2268 1923,Nocturno,Consalud,Full time,498086,55979,2025-03-28,456000,6,No disponible,74520,Granollers,Rubí,2025-04-01,2025-04-03,37,3533,76000,Futura,Cama,"{Agua,""Aire acondicionado"",""Asientos reclinables""}",{},,{}
Sra. Ramona Mascareñas Briseño,12269472,0,sra.6126@viajes.cl,srramabr,Fdhzd2oFL,\+56 9 7511 3092,Diurno,Consalud,Full time,498087,55979,2025-03-03,648000,6,No disponible,89096,Rubí,Orihuela,2025-04-03,2025-04-03,33,1225,108000,Crucero del Norte,Cama,"{""Aire acondicionado"",Agua,Baño}",{},,{}
Sra. Samuel Hernández Matías,28137258,0,srsahema@viajes.cl,sra.2134,j5JkpNlMdY60rO,\+56 2 6550 0478,Diurno,Consalud,Full time,498088,55979,2025-02-23,1176000,6,No disponible,85932,Orihuela,La Línea de la Concepción,2025-04-03,2025-04-05,41,3395,196000,Monbus,Cama,"{Baño,Agua,Calefacción}",{},,{}
Eduardo Parra Bétancourt,2139221,9,eduardo156@viajes.cl,Eduardobétancourt,0ckvctSUd3Mt1to,\+56 9 9947 9984,Nocturno,Banmédica,Part time,498092,56948,2025-01-19,590000,10,No disponible,44762,Granada,Fuengirola,2025-10-25,2025-10-25,66,506,59000,SNCB (Bélgica),,{},{},,"{Sevilla,Torremolinos,""El Prat de LLobregat"",""Santa Coloma de Gramanet"",Granollers}"
Sra. Julio Hidalgo Pérez,4329151,3,srjuhipé@viajes.cl,Sra.pérez,kjNmOIP1YuL0u,\+56 2 8706 9489,Nocturno,Consalud,Part time,498093,56948,2025-02-28,1990000,10,No disponible,21417,Fuengirola,Puertollano,2025-10-25,2025-10-27,52,3647,199000,NS International,,"{Comida,""Asientos reclinables"",Wifi,Agua,Baño,""Aire acondicionado"",Calefacción}",{},,"{Fuengirola,Mijas,""Santa Cruz de Tenerife"",Benidorm,Guadalajara}"
Berta Sisneros Araña,1075271,0,Bertaaraña@viajes.cl,besiar,8XKxf1DJ4y,\+56 9 1962 5763,Diurno,Más vida,Part time,498094,56705,2026-10-02,339000,3,No disponible,39586,Molina de Segura,Granada,2026-10-22,2026-10-22,92,903,113000,Japan Airlines,,{},{},Clase económica,{}
Jorge Luis Ochoa Tamez,7921941,0,jorge5644@viajes.cl,joluocta,ttZyBQi1B8F,\+56 2 9368 2231,Diurno,Consalud,Full time,498095,56145,2026-04-16,88000,2,No disponible,64005,Santa Coloma de Gramanet,Logroño,2026-05-31,2026-05-31,43,285,44000,Estrella Roja,Semi-cama,"{Wifi,Calefacción,TV}",{},,{}
Sra. Ramona Mascareñas Briseño,12269472,0,sra.6126@viajes.cl,srramabr,Fdhzd2oFL,\+56 9 7511 3092,Diurno,Consalud,Full time,498103,56145,2025-05-27,292000,2,No disponible,73118,Logroño,Albacete,2026-06-07,2026-06-09,30,3445,146000,Megabus,Cama,"{Calefacción,Agua,Comida}",{},,{}
Carlos Carranza Acevedo,11808257,5,cacaac@viajes.cl,carlos6199,7rZ1EEopYLe,\+56 9 1381 8710,Nocturno,Más vida,Part time,498109,56145,2025-09-30,124000,2,No disponible,74157,Albacete,Murcia,2026-06-14,2026-06-14,48,929,62000,Megabus,Cama,"{""Asientos reclinables"",Agua,Wifi}",{},,{}
David Rendón Grijalva,8713746,5,daregr@viajes.cl,daregr,kXURY8Rg,\+56 9 1212 3690,Diurno,Colmena,Full time,498111,56633,2026-04-07,152000,4,No disponible,41265,Fuengirola,Santiago de Compostela,2026-04-27,2026-04-27,41,1021,38000,RZD (Rusia),,"{Agua,""Asientos reclinables"",""Aire acondicionado""}",{},,"{""San Cristróbal de la Laguna""}"
Barbara Marroquín Torres,15771462,7,Barbaratorres@viajes.cl,barbara2736,XZ1eKqCy02Ukmo,\+56 2 6085 2626,Nocturno,Colmena,Full time,498112,56633,2025-10-18,444000,4,No disponible,79302,Santiago de Compostela,Ferrol,2026-04-27,2026-04-27,11,802,111000,SNCB (Bélgica),,"{Comida,Baño,""Asientos reclinables""}",{},,{Valladolid}
Julia Mata Almanza,6444495,6,julia933@viajes.cl,Juliaalmanza,D2TbxQzuRu3,\+56 2 8162 2601,Nocturno,Fonasa,Full time,498120,56320,2025-04-09,378000,2,No disponible,91493,Zamora,Alcoy,2026-05-01,2026-05-03,15,2928,189000,ŽFBH (Bosnia y Herzegovina),,"{Agua,Baño,Wifi,""Aire acondicionado"",""Asientos reclinables"",Comida}",{},,"{Bilbao,Oviedo,Tarragona}"
Jorge Luis Venegas Abreu,6645622,6,joluveab@viajes.cl,jorge1127,RVp4irwyxg,\+56 2 9890 7723,Nocturno,Fonasa,Part time,498124,56320,2025-01-22,324000,2,No disponible,88326,Alcoy,Alcoy,2026-05-06,2026-05-06,6,694,162000,Deutsche Bahn (DB),,{},{},,"{""La Línea de la Concepción"",Baracaldo,Rubí,Segovia,""San Cristróbal de la Laguna""}"
Sra. Jorge Miranda Maya,2899076,6,sra.4724@viajes.cl,sra.1738,zKFP6xiKD,\+56 9 3005 8592,Nocturno,Más vida,Part time,498132,56099,2025-10-17,1590000,10,No disponible,16505,Badalona,Vitoria,2025-11-04,2025-11-05,40,2648,159000,JetSur,Cama,"{""Asientos reclinables"",TV,Agua}",{},,{}
Francisca Mejía Gutiérrez,29680939,0,Franciscagutiérrez@viajes.cl,Franciscagutiérrez,xqDx2T1NIayzPS,\+56 2 4737 6625,Nocturno,Consalud,Full time,498136,56099,2025-08-05,450000,10,No disponible,86827,Vitoria,San Sebastián,2025-11-08,2025-11-08,36,347,45000,Megabus,Normal,"{""Asientos reclinables"",Baño,Agua}",{},,{}
María del Carmen Alaniz Carrillo,5659554,6,Maríacarrillo@viajes.cl,madecaalca,xk7zwaig1RNSEEh,\+56 9 5124 7378,Diurno,Fonasa,Full time,498138,56099,2025-02-21,1340000,10,No disponible,25090,San Sebastián,Benidorm,2025-11-09,2025-11-10,39,2416,134000,Damas,Cama,"{Baño,""Aire acondicionado"",Calefacción}",{},,{}
Miguel Ureña Morales,20832292,3,miurmo@viajes.cl,miguel7541,ICJ2OGb2tD3R,\+56 9 1076 3762,Nocturno,Consalud,Part time,498139,56904,2025-01-23,260000,5,No disponible,61561,San Fernando,Mollet del Vallés,2025-03-24,2025-03-25,32,2133,52000,Via Bariloche,Cama,"{""Asientos reclinables"",Baño,TV}",{},,{}
Eva Delapaz Baca,26198187,4,Evabaca@viajes.cl,Evabaca,LLRlvkc1S83TMqw,\+56 9 5746 2516,Diurno,Consalud,Full time,498141,56904,2025-01-03,910000,5,No disponible,28940,Mollet del Vallés,Barcelona,2025-03-26,2025-03-27,46,2129,182000,Via Bariloche,Cama,"{Comida,Baño,""Asientos reclinables""}",{},,{}
Germán Balderas Serrato,9046226,1,gebase@viajes.cl,gebase,JBdVQ50NQlIg,\+56 9 8140 7450,Diurno,Fonasa,Full time,498142,56762,2025-05-10,1968000,8,No disponible,8206,Roquetas de Mar,Benidorm,2025-12-11,2025-12-13,87,3011,246000,Vueling,,{},"{Mataró,""Sanlúcar de Barrameda""}",Clase ejecutiva,{}
Natalia Escobar Patiño,3760812,2,Nataliapatiño@viajes.cl,naespa,IgBPT8GlSic,\+56 2 8394 1725,Diurno,Más vida,Full time,498149,56762,2025-05-13,600000,8,No disponible,87803,Benidorm,Roquetas de Mar,2025-12-19,2025-12-19,44,312,75000,Frontier Airlines,,{},{},Clase ejecutiva,{}
Martín Canales Cordero,26528614,3,martín8762@viajes.cl,Martíncordero,jkAQ4P4v3OOjmt,\+56 2 4592 1459,Nocturno,Colmena,Part time,498152,56655,2025-12-17,618000,6,No disponible,98676,Palencia,Ponferrada,2026-06-17,2026-06-18,9,2771,103000,CP (Portugal),,"{""Aire acondicionado"",Calefacción,""Asientos reclinables"",Comida,Baño}",{},,"{""Santa Lucía de Tirajana"",Mérida,Pontevedra}"
Natalia Benítez Rojo,8313960,9,natalia362@viajes.cl,natalia449,X7DDmbAql32Q,\+56 2 0266 7433,Nocturno,Más vida,Part time,498160,56655,2025-05-20,1074000,6,No disponible,65881,Ponferrada,Telde,2026-06-25,2026-06-26,49,2613,179000,NSB (Noruega),,"{Wifi,Baño,Agua,""Aire acondicionado"",TV}",{},,{Getafe}
Marcela Trujillo Alfaro,16572634,0,marcela1071@viajes.cl,matral,mufPl6MFR7Ib0,\+56 2 3106 2570,Nocturno,Consalud,Part time,498163,57342,2025-03-04,960000,10,No disponible,84830,Castellón de la Plana,Torremolinos,2025-03-25,2025-03-26,50,1833,96000,WestJet,,{},"{""San Sebastían de los Reyes""}",Clase ejecutiva,{}
Sancho Preciado Márquez,19203901,0,saprmá@viajes.cl,sancho750,ydIxicMod5VGP,\+56 9 4480 0121,Diurno,Colmena,Full time,498164,57342,2025-01-19,4830000,10,No disponible,84358,Torremolinos,Valencia,2025-03-26,2025-03-28,73,3851,483000,Aeroméxico,,{},"{Sagunto,""Santa Lucía de Tirajana"",Benalmádena}",Primera clase,{}
Francisca Mejía Gutiérrez,29680939,0,Franciscagutiérrez@viajes.cl,Franciscagutiérrez,xqDx2T1NIayzPS,\+56 2 4737 6625,Nocturno,Consalud,Full time,498165,57053,2025-07-04,546000,3,No disponible,40991,Tarrasa,Gecho,2025-10-01,2025-10-03,49,3312,182000,Socibus,Cama,"{""Aire acondicionado"",Agua,Comida}",{},,{}
María Cristina Heredia Tapia,27107073,0,maría6285@viajes.cl,maría5277,6bteY5SQ9sGrBh7,\+56 2 7132 1615,Diurno,Fonasa,Full time,498171,57053,2025-07-06,81000,3,No disponible,78758,Gecho,Alcalá de Henares,2025-10-08,2025-10-08,48,195,27000,Via Bariloche,Normal,"{Wifi,""Asientos reclinables"",""Aire acondicionado""}",{},,{}
Fernando Baeza Alejandro,790451,7,febaal@viajes.cl,febaal,0gPbAnRc2XC,\+56 2 9409 5597,Diurno,Fonasa,Full time,498178,57053,2025-06-11,213000,3,No disponible,86663,Alcalá de Henares,Sevilla,2025-10-14,2025-10-15,31,1568,71000,Monbus,Cama,"{Agua,TV,""Aire acondicionado""}",{},,{}
Sra. Ramona Mascareñas Briseño,12269472,0,sra.6126@viajes.cl,srramabr,Fdhzd2oFL,\+56 9 7511 3092,Diurno,Consalud,Full time,498185,56085,2025-02-22,736000,8,No disponible,86895,Gijón,Alicante,2025-08-06,2025-08-07,93,2599,92000,SNCB (Bélgica),,"{Wifi,""Aire acondicionado"",TV,""Asientos reclinables"",Comida}",{},,{}
Natalia Escobar Patiño,3760812,2,Nataliapatiño@viajes.cl,naespa,IgBPT8GlSic,\+56 2 8394 1725,Diurno,Más vida,Full time,498191,56085,2025-04-18,1408000,8,No disponible,76038,Alicante,Majadahonda,2025-08-12,2025-08-14,86,2964,176000,Deutsche Bahn (DB),,"{Wifi,Comida,Agua,Calefacción,Baño,TV}",{},,"{Gecho,Elda}"
Vicente Ulibarri Benavides,20124069,7,viulbe@viajes.cl,Vicentebenavides,Eqk321XHz7dt8p,\+56 9 3297 8020,Diurno,Fonasa,Part time,498196,56823,2025-04-03,1208000,8,No disponible,18046,Badajoz,Logroño,2025-12-30,2025-12-31,51,1549,151000,SBB (Suiza),,"{Agua,Comida,Wifi,Baño}",{},,"{Arrecife,Fuenlabrada}"
Carlos Carranza Acevedo,11808257,5,cacaac@viajes.cl,carlos6199,7rZ1EEopYLe,\+56 9 1381 8710,Nocturno,Más vida,Part time,498198,56823,2025-10-24,928000,8,No disponible,67903,Logroño,La Coruña,2026-01-01,2026-01-01,70,294,116000,AVE,,{},{},,"{Valencia,Albacete,Sagunto}"
José Eduardo Robledo Vallejo,294500,2,joedrova@viajes.cl,joedrova,mYX1JfMgc,\+56 9 1834 6732,Nocturno,Más vida,Part time,498202,57398,2025-03-29,282000,3,No disponible,84124,Gecho,Toledo,2026-07-19,2026-07-20,31,2424,94000,Buses Romani,Cama,"{""Asientos reclinables"",Comida,Baño}",{},,{}
Silvia Aguirre Morales,29267125,3,siagmo@viajes.cl,siagmo,FLz4Wvt6,\+56 2 6933 1500,Diurno,Fonasa,Part time,498203,57398,2025-01-03,345000,3,No disponible,40507,Toledo,Ávila,2026-07-20,2026-07-20,49,491,115000,Via Bariloche,Cama,"{Baño,""Aire acondicionado"",Comida}",{},,{}
Fernando Paz Castellanos,10704016,1,Fernandocastellanos@viajes.cl,fernando5375,RSPEd3Kx,\+56 2 8293 7374,Diurno,Fonasa,Full time,498208,57398,2025-01-09,570000,3,No disponible,53180,Ávila,Sagunto,2026-07-24,2026-07-25,43,2401,190000,Estrella Roja,Cama,"{Comida,TV,Calefacción}",{},,{}
Lola Leyva Uribe,7943237,7,Lolauribe@viajes.cl,lola1735,LRU6Rs6PCQs,\+56 2 2114 0976,Nocturno,Fonasa,Full time,498209,56779,2025-01-11,602000,7,No disponible,7518,Barcelona,Alcalá de Guadaira,2025-03-02,2025-03-02,35,442,86000,FlixBus,Cama,"{Calefacción,Comida,Agua}",{},,{}
Elvira Cisneros Arreola,21764055,5,Elviraarreola@viajes.cl,elciar,EhXtQQaT6,\+56 9 3338 8419,Nocturno,Más vida,Part time,498210,56779,2025-02-01,819000,7,No disponible,11586,Alcalá de Guadaira,San Fernando,2025-03-02,2025-03-04,35,3801,117000,Crucero del Norte,Cama,"{TV,Agua,Comida}",{},,{}
Germán Balderas Serrato,9046226,1,gebase@viajes.cl,gebase,JBdVQ50NQlIg,\+56 9 8140 7450,Diurno,Fonasa,Full time,498213,56779,2025-01-17,1393000,7,No disponible,65321,San Fernando,Alcobendas,2025-03-06,2025-03-06,48,759,199000,Andesmar,Cama,"{Agua,Baño,""Aire acondicionado""}",{},,{}
Sancho Nava Dávila,5195049,6,Sanchodávila@viajes.cl,sanadá,3ZfX4MjYao,\+56 9 0876 2073,Nocturno,Banmédica,Part time,498214,57126,2025-11-16,2344000,8,No disponible,44940,Ferrol,Mérida,2025-11-18,2025-11-19,87,2170,293000,Italo,,"{Agua,Comida,Calefacción,TV,""Aire acondicionado""}",{},,"{""La Línea de la Concepción"",Guadalajara,""El Puerto de Santa María"",Rubí}"
Lourdes Martínez Delgadillo,7280277,2,lourdes6666@viajes.cl,lourdes356,4Z1GaWUv3M7Mu,\+56 9 1923 0084,Diurno,Banmédica,Part time,498215,57126,2025-11-14,1240000,8,No disponible,43028,Mérida,Alcorcón,2025-11-19,2025-11-21,67,4090,155000,Thalys,,"{TV,Baño,Comida,""Aire acondicionado"",Agua,Wifi,""Asientos reclinables""}",{},,"{""San Sebastián"",Salamanca,Sagunto}"
Alfonso Segura Delrío,26430006,1,Alfonsodelrío@viajes.cl,alfonso7795,J8A6o29y7NC,\+56 2 2606 2103,Diurno,Fonasa,Full time,498220,56574,2025-04-05,630000,5,No disponible,63101,León,Gecho,2026-11-19,2026-11-20,32,1838,126000,ADO,Cama,"{Wifi,Comida,Agua}",{},,{}
Ignacio Zamudio Lomeli,6204175,7,ignacio4981@viajes.cl,Ignaciolomeli,YUPTs9rpL00041Ug,\+56 9 0871 6460,Diurno,Más vida,Full time,498227,56133,2025-12-28,2280000,5,No disponible,81869,Santa Cruz de Tenerife,Calahorra,2026-05-12,2026-05-14,13,3821,456000,NS International,,"{Comida,Agua,""Aire acondicionado"",TV,Wifi,""Asientos reclinables"",Calefacción}",{},,{Segovia}
Esteban Anaya Colunga,5095684,9,Estebancolunga@viajes.cl,Estebancolunga,phEp4zXNP3i7,\+56 9 3205 6991,Diurno,Banmédica,Part time,498233,55995,2025-04-11,1141000,7,No disponible,88745,Valdemoro,Málaga,2025-06-10,2025-06-12,48,4281,163000,EME Bus,Cama,"{""Asientos reclinables"",Baño,Wifi}",{},,{}
Elvira Cisneros Arreola,21764055,5,Elviraarreola@viajes.cl,elciar,EhXtQQaT6,\+56 9 3338 8419,Nocturno,Más vida,Part time,498236,56215,2025-02-03,625000,5,No disponible,42893,Majadahonda,Palma de Mallorca,2025-11-02,2025-11-04,48,4243,125000,Alsa,Cama,"{Calefacción,Baño,""Aire acondicionado""}",{},,{}
María Teresa Quesada Bustamante,17350799,2,maría2818@viajes.cl,Maríabustamante,k6CR6bM3,\+56 2 2300 7981,Nocturno,Banmédica,Part time,498238,56215,2025-10-29,415000,5,No disponible,2838,Palma de Mallorca,Pozuelo de Alarcón,2025-11-05,2025-11-05,38,859,83000,Plusmar,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Wifi}",{},,{}
Claudia Alba Maya,6365739,5,Claudiamaya@viajes.cl,claudia406,dJ05zirZLcQ9Z69,\+56 2 2913 9723,Nocturno,Consalud,Part time,498239,56215,2025-01-27,560000,5,No disponible,21782,Pozuelo de Alarcón,Alcoy,2025-11-05,2025-11-06,34,1641,112000,Avanza,Cama,"{""Aire acondicionado"",TV,Calefacción}",{},,{}
Sergio Caldera Coronado,2059062,9,secaco@viajes.cl,secaco,9Evrheooddj,\+56 2 6173 1015,Nocturno,Más vida,Part time,498240,57285,2026-04-27,561000,3,No disponible,23144,Sagunto,Valencia,2026-11-30,2026-12-02,33,3540,187000,Damas,Cama,"{""Aire acondicionado"",Agua,Comida}",{},,{}
Octavio Henríquez Romo,24157234,0,ochero@viajes.cl,Octavioromo,RauGATvVIw9DNi1b,\+56 2 2923 0510,Nocturno,Consalud,Full time,498246,57285,2025-05-15,93000,3,No disponible,22989,Valencia,León,2026-12-07,2026-12-07,40,345,31000,Pullman Bus,Semi-cama,"{TV,Comida,Agua}",{},,{}
Gerardo Sotelo Muñiz,17374154,5,gerardo1075@viajes.cl,Gerardomuñiz,pf7qkyRki3dVlYX,\+56 9 1911 9892,Nocturno,Fonasa,Part time,498253,56136,2025-01-08,572000,4,No disponible,73754,Alcobendas,Palencia,2025-05-31,2025-06-01,60,1610,143000,KLM,,{},"{""Cerdañola del Vallés""}",Clase económica,{}
Sergio Balderas Téllez,29310774,2,Sergiotéllez@viajes.cl,sergio3246,co10N1eWlf,\+56 2 4706 5135,Nocturno,Fonasa,Part time,498254,56136,2025-03-01,936000,4,No disponible,30975,Palencia,San Cristróbal de la Laguna,2025-06-01,2025-06-03,43,3501,234000,Vueling,,{},"{""La Coruña"",Huelva,""San Sebastían de los Reyes""}",Primera clase,{}
Benito Almonte Cerda,20137674,2,bealce@viajes.cl,Benitocerda,3Bdca0VBbp0Dg,\+56 2 0307 1196,Diurno,Colmena,Full time,498255,56306,2025-12-05,835000,5,No disponible,17537,Gandía,Zamora,2025-12-07,2025-12-07,2,493,167000,BDZ (Bulgaria),,{},{},,"{Manresa,""Roquetas de Mar"",Palencia,Baracaldo,Calahorra}"
Antonio Crespo Zayas,21755926,0,antonio7888@viajes.cl,antonio1594,QmlQznYt8AccPDxn,\+56 2 9446 8790,Nocturno,Colmena,Part time,498258,56122,2025-01-01,791000,7,No disponible,81184,La Coruña,Rubí,2025-01-02,2025-01-02,30,1391,113000,Aeroméxico,,{},{},Clase económica,{}
Óscar Anaya Girón,15930821,9,ósangi@viajes.cl,Óscargirón,62Tx0Ia1SEFDt,\+56 9 8949 2323,Diurno,Fonasa,Part time,498263,56122,2025-01-05,707000,7,No disponible,47145,Rubí,Ceuta,2025-01-06,2025-01-06,7,1362,101000,Qatar Airways,,{},"{""Pozuelo de Alarcón""}",Clase económica,{}
