nombre,run,dv,correo,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Germán Guerra Olivárez",22364844,4,,cy98k5Ns9,"+56 2 9135 2530",8151,,,357000,6
"Emilia Hidalgo Carrera",4510885,3,,7n7uVZNoqCs,"+56 9 4562 6891",9924,,,258000,8
"Sta. Fernando Camarillo Pelayo",17344307,1,,iZLEeuJZJ8Tk49Bx,"+56 2 1765 9118",1010,,,95000,2
"María del Carmen Arreola Suárez",26287096,6,,NRhfLadG5tlVb,"+56 2 6992 8685",8737,,,866000,9
"Ignacio Vallejo Pichardo",23523106,6,,g0BTz06W,"+56 2 2932 8619",7021,,,556000,3
"Juan Medina Guerrero",13099708,7,,SOqZiWu56s,"+56 9 9217 0158",8697,,,721000,10
"Amalia Águilar Mata",20770790,4,,MZ9tbNaA3ykFLmTE,"+56 9 0018 1500",9178,,,523000,10
"Ramiro Campos Téllez",15687722,2,,rB9rOzC9mEAHp,"+56 9 9604 7283",8289,,,57000,9
"Isabel Reyna Feliciano",29469530,0,,HJdvJBvk726RM0,"+56 9 2748 0902",,,,970000,9
"Ester Palomo Díaz",20373766,0,,HxYamA780c,"+56 2 8442 4535",5247,,,916000,8
"María Soledad Castillo Vélez",24632792,4,,S8izHBK2tV8jAo,"+56 9 9134 2236",2807,,,388000,2
"Ignacio Santana Alcaraz",6155020,9,,nHiBzHAqdFF24,"+56 9 4025 4540",,,,377000,6
"Concepción Moya Sanabria",7563420,4,,ESuM9lFwD,"+56 2 8554 3232",3210,,,475000,8
"Elena Apodaca Ozuna",2206530,6,,HbKmb19UhkwH,"+56 9 8119 1883",,,,464000,7
"Jerónimo Villarreal Saldivar",15395491,7,,WdCGx7uWU65fl,"+56 9 7218 3388",7241,,,26000,2
"David Saldivar Madera",18286642,4,,4XIHIC1e,"+56 9 1103 8733",6809,,,117000,4
"Catalina Saldaña Verduzco",11453582,1,,7ch92EYL,"+56 2 8488 3038",8048,,,518000,5
"Guillermo Avilés Rascón",21290493,9,,8PhPL3AY23Ckv,"+56 2 3834 9659",,,,503000,9
"Sr. Nicolás Sepúlveda Griego",27232222,1,,r6NvulCuQ9Vvy,"+56 2 2952 6929",,,,803000,7
"Sta. Caridad Malave Casanova",17966350,9,,eq9safehb4llVa6A,"+56 9 6562 4082",5780,,,723000,6
"Jorge Narváez Prado",22438856,6,,8ARIEjUO9D6B0,"+56 9 5224 2310",5438,,,771000,4
"María del Carmen Rubio Hernández",6147625,7,,5XcrlepZMx4rTri,"+56 9 5744 2288",8889,,,745000,8
"José María Espino Gracia",5194018,6,,TSKVpw0aCaptSrEF,"+56 2 4655 8691",,,,841000,4
"Mateo Carmona Saldivar",10577164,5,,vT2er3uOAhwA,"+56 9 6555 8956",,,,184000,4
"Elsa Concepción Cavazos",15181007,2,,bfCeBk2gaYdN2,"+56 9 7726 8353",8767,,,587000,6
"Blanca Zúñiga Ojeda",28232830,1,,Ha1hARKjrE,"+56 9 6242 1620",5951,,,486000,6
"Marilu Cardenas Robles",14941521,3,,IQkGp9apiVn,"+56 9 2515 1172",8880,,,411000,7
"Berta Menchaca Delgado",9034914,6,,HSxdc3UoBGXhqQC,"+56 9 0904 1836",3715,,,192000,5
"Sr. Guillermo Santacruz Ávila",21650355,9,,09hpQgJ9dtc,"+56 2 3652 8780",,,,365000,7
"Ana María Quintero Rangel",23689386,0,,hvGJLYiFUWPz014,"+56 9 0159 3785",7892,,,303000,9
"Sr. Alberto Saiz Carbajal",10711076,6,,NvsDtP1fBcxun,"+56 9 0008 6632",7354,,,488000,4
"Salvador Patiño Guerrero",4210943,3,,1C7qxBFSzf,"+56 9 9105 9147",1538,,,811000,6
"Leticia Maestas Montenegro",2316722,4,,vvAPqXNMn1Lny2D,"+56 9 8027 1149",,,,463000,5
"Luis Sauceda Adorno",9355370,1,,l8yCMcBlOv5,"+56 2 1082 6904",7527,,,91000,7
"Leticia Arellano Alba",25285552,2,,HWiWylIZlqG46,"+56 9 8529 0412",7688,,,677000,1
"Ángela Espinal Vega",17732962,0,,zRX9tXmmIXtLS4JS,"+56 2 2153 5480",1253,,,593000,4
"Ricardo Agosto Salcedo",13744706,1,,ZIR5Dp51h4C,"+56 9 4673 3608",7404,,,582000,9
"Reina Jaime Flores",4283627,7,,zl7y7xaQyu4Cy4E,"+56 2 0390 8103",887,,,15000,2
"Felipe Abrego Posada",29331252,6,,JvWbI6o6,"+56 9 9443 5095",5899,,,946000,3
"Marco Antonio Serrato Granados",20801281,4,,V8AQ1zLKBNd9,"+56 2 5972 1983",2449,,,128000,4
"Sta. Mario Aparicio Prieto",24765748,1,,vZbOHB6N25,"+56 9 0843 2005",1276,,,628000,4
"José Emilio Cotto Griego",29501168,3,,Stnc72ZhzxkDBX,"+56 2 4565 9402",1158,,,95000,5
"Sta. Carolina Campos Cintrón",23394131,3,,qBBTT9cDYU2b,"+56 2 3259 8347",2148,,,424000,2
"Pablo Reyes Juárez",9414925,7,,XCSk2KFHb,"+56 2 2348 6713",3716,,,848000,10
"Sta. Micaela Vázquez Gil",3790541,3,,gO093LEdf3X5w,"+56 9 5422 6548",,,,308000,5
"Julio Pulido Sotelo",5877369,6,,n2cb3CQAERd5oTy,"+56 2 5166 5434",,,,503000,1
"Víctor Lemus Ávila",22621499,7,,PsdG4QqwID,"+56 2 4793 8622",9462,,,483000,7
"Sr. Lilia Garibay Farías",19836384,9,,9Fm54ZnBIZ,"+56 9 8158 9509",4766,,,239000,10
"Rafael Anguiano Gallegos",22169204,6,,ujTsL1NbAML83FX,"+56 2 1090 8360",7597,,,755000,10
"Rosalia Ponce Paredes",14515706,7,,moBhTDtZ1hY,"+56 2 8690 1118",,,,187000,10
"Teodoro Perales Ríos",18070157,9,,27m73CtTnQuoLop,"+56 2 4267 2434",5,,,881000,4
"Jacobo Adorno Pineda",19204349,1,,7DvNxE9Kowov,"+56 2 3325 5828",,,,156000,8
"Eva Peres Miramontes",24436577,9,,6xzTCECHHDBAgc,"+56 9 9078 8982",2148,,,906000,2
"Ricardo Agosto Salcedo",13744706,1,,ZIR5Dp51h4C,"+56 9 4673 3608",7404,,,221000,1
"Esteban Delagarza Lucio",8918532,0,,CPq7PRZ5q5A77vb,"+56 2 9112 1659",,,,666000,6
"Sra. Sergio Collado Zelaya",28736096,8,,O7qaqQyX0Iq,"+56 9 4520 9741",3050,,,318000,5
"Santiago Carmona Mireles",5153494,9,,VWdXBx66B,"+56 2 3794 2703",6613,,,745000,8
"Sta. María Teresa Ybarra Gaytán",7855203,7,,pprz8jzjA,"+56 9 9327 8556",4550,,,291000,1
"Gregorio de Jesús Aponte",6241801,7,,GlM3mx3FXk7Ut,"+56 9 6213 1431",,,,62000,9
"María Soledad Abeyta Griego",23579952,8,,PEMCg7N9hZ5t,"+56 9 3936 9280",9416,,,802000,6
"Sra. Rosario Cortés Abrego",24910267,4,,f0yaXl6ZPyk78B,"+56 9 2690 9594",4092,,,103000,9
"Adela Chavarría Quiñónez",8419924,9,,sI6zXlo1,"+56 9 0857 2468",9010,,,336000,6
"Sta. Inés Palomino Pedroza",3976104,3,,SS9CB6ob,"+56 2 9060 3962",3663,,,370000,1
"Julio Montes Fierro",4865475,2,,JgVip2G5rKAU,"+56 2 7975 1873",9628,,,37000,5
"Jaime Ledesma Villalpando",17825787,2,,L1PSWYNsInURYPKw,"+56 2 4413 4822",9060,,,50000,9
"Victoria Pelayo Baeza",26854929,2,,ILomq5K9NZO9wx,"+56 9 2918 0968",7255,,,254000,7
"Javier Carrero Parra",15750793,6,,R3ypMlKjs2q,"+56 2 9274 6304",4718,,,165000,2
"José Emilio Salazar Haro",18775742,3,,0EEA1CcH3,"+56 2 6138 9576",1410,,,305000,3
"Graciela Velasco Rodríguez",753072,5,,cTJlZ7mqghmD,"+56 9 0064 9094",6699,,,369000,5
"Federico Suárez Henríquez",29671869,5,,c8eQfkoswI,"+56 2 1724 7558",9138,,,640000,10
"María Eugenia Gamez Mascareñas",15483784,8,,QTHw6xwb18,"+56 2 0199 2388",60,,,770000,7
"Víctor Colunga Patiño",9811476,3,,0bF4U6RkGg1,"+56 9 9355 1866",9099,,,560000,2
"Julio Rodarte Toledo",22884887,4,,kz7x3A9gU5EE,"+56 9 3769 3031",,,,218000,6
"Felipe Valadez Saavedra",21092209,6,,O6gW9P8U8JB,"+56 9 4054 9966",8815,,,882000,8
"Andrea Villegas Gurule",21508654,1,,I86xpDPChu57onv,"+56 2 7820 5610",8594,,,493000,2
"Claudio Saucedo Delvalle",9411222,0,,I0siuBYw0ub,"+56 9 6456 9503",7694,,,174000,3
"Lourdes Águilar Herrera",15003106,6,,VipMaO7FosJ,"+56 2 6190 3791",5498,,,888000,7
"Mariana Zaragoza Manzanares",2988998,8,,1aOPGEAYZ8,"+56 2 1047 4727",1633,,,841000,8
"Ángela Espinal Vega",17732962,0,,zRX9tXmmIXtLS4JS,"+56 2 2153 5480",1253,,,518000,9
"Sr. Daniel Barrios Escamilla",26621839,0,,VQkCE0dyO5,"+56 9 5025 4057",5060,,,359000,7
"Francisca Delao Cotto",11213839,6,,X8jxf8yuvBlswL5,"+56 9 1078 5689",9293,,,268000,5
"Daniel Jaime Cardona",20788026,1,,xvjPA1G7cpLdjV,"+56 9 8734 5215",6194,,,8000,3
"Julio Bernal Arce",20514721,2,,YdGuz13ROCuwmO,"+56 2 6174 0475",5711,,,311000,7
"Lourdes Cintrón Tovar",12438829,9,,5NszMQXEqSRmJd9R,"+56 9 2575 8521",1383,,,752000,10
"Inés Fernández Muro",6394372,4,,aFrNWRl33IZmtv8,"+56 9 4949 2529",3340,,,339000,1
"Olivia Urrutia Delrío",9781681,4,,7wCEicXF8BQ9,"+56 2 3922 3081",5541,,,191000,4
"Teresa Ulibarri Rael",3334123,1,,3AC6jBbS,"+56 9 3657 8269",,,,558000,4
"José Emilio Armijo Iglesias",1983731,5,,AhdSz4sm1Na,"+56 2 9115 9663",7901,,,62000,4
"Gilberto Murillo Gómez",23350683,6,,O2IFgDxj,"+56 2 7091 3643",5702,,,583000,5
"Cristobal Zamudio Ochoa",12036910,8,,T44eqT7BUL6Sq4,"+56 9 4297 5783",4064,,,578000,9
"Alfonso Razo Vázquez",12382111,0,,WNi6sBt11RQbJiqr,"+56 9 8004 7389",9854,,,328000,7
"Sta. Sara Jimínez Montalvo",15414501,1,,s8I62mOcj0,"+56 2 1642 2998",,,,309000,5
"Sta. Antonia Pérez Acosta",7824635,9,,2pHDn4a6,"+56 2 8574 4699",5711,,,190000,2
"Guillermina Becerra Valadez",11553964,0,,Uymoy0Q1NcB4CxnF,"+56 9 9557 2805",245,,,965000,5
"Alfonso Razo Vázquez",12382111,0,,WNi6sBt11RQbJiqr,"+56 9 8004 7389",9854,,,621000,6
"Mario Romo Escamilla",7622720,2,,L20r1dUqEfVP5UB,"+56 2 7304 3576",8650,,,493000,5
"Sara Aguilera Velázquez",23053956,4,,W2i5773umSXxoh,"+56 9 7994 3431",,,,415000,8
"Barbara Lugo Valles",12905494,3,,SxUr7J6SgoLWA,"+56 2 6986 8957",3144,,,449000,7
"Catalina Iglesias Arreola",14226813,8,,uzHpC9UTkRsPp,"+56 9 2943 8561",,,,542000,3
"Arturo Espino Jaimes",12707605,2,,lf4ZryvTA8jiGS,"+56 9 8678 7695",4097,,,965000,6
"Claudio Alonso Barreto",29682918,7,,yaH6hpru49D4TwO,"+56 2 4457 3236",,,,969000,5
"Benjamín Arenas Saiz",10145350,1,,TH5TsAl5CTwdY,"+56 9 1665 1414",8974,,,257000,4
"José Emilio Benavídez Villalpando",29842582,8,,6IgJLIEsMcRWjC9,"+56 2 6782 8581",5644,,,370000,8
"Carla Lara Muñiz",23608632,9,,ITCb5DWMAqEl1I,"+56 2 5881 2241",1859,,,950000,4
"Lucas Arreola Fajardo",18809837,6,,ckOiQFOTd3mg5y3Y,"+56 9 8063 3122",,,,576000,6
"Sr. Andrea Vásquez Meléndez",20778779,0,,sXoTeXX4p3dky3d,"+56 2 7487 5137",,,,714000,6
"Catalina Iglesias Arreola",14226813,8,,uzHpC9UTkRsPp,"+56 9 2943 8561",,,,390000,6
"Inés Trujillo Tamez",27880071,0,,Tsa5uDPJ1,"+56 9 3979 1567",3653,,,228000,2
"Alfonso Razo Vázquez",12382111,0,,WNi6sBt11RQbJiqr,"+56 9 8004 7389",9854,,,184000,2
"Lola Mesa Sanches",13950488,6,,L7jr0YbRs2kC5uwK,"+56 2 8893 5611",7081,,,18000,4
"José Emilio Armijo Iglesias",1983731,5,,AhdSz4sm1Na,"+56 2 9115 9663",7901,,,896000,6
"Sra. Homero Acevedo Angulo",4761411,1,,o9zjESbN,"+56 2 4221 2609",4942,,,350000,1
"Marilu Lara Madera",16732607,9,,p3zyfZhG,"+56 9 9557 1130",5875,,,286000,9
"Sr. Adán Aguayo Sanches",24463967,1,,iqTT0K1B4yn,"+56 9 1620 2739",7035,,,402000,2
"Teresa Cantú Sisneros",17424178,3,,t85sOOZCfyAooJU0,"+56 9 3798 8099",579,,,484000,3
"Magdalena Mota Salinas",21214807,6,,bktTQYjNQ59d5tl,"+56 9 9055 9119",9523,,,270000,7
"Sra. Roberto Peralta Téllez",11557739,7,,v9KkA1EW,"+56 2 0470 5943",9702,,,164000,10
"Sr. Nicolás Sepúlveda Griego",27232222,1,,r6NvulCuQ9Vvy,"+56 2 2952 6929",,,,672000,6
"Mario Pérez Aguilera",596309,0,,xW5e6KHfDpGQ,"+56 9 9007 9290",6210,,,712000,4
"Rubén Martínez Montañez",8183964,2,,bg9Mlbpe4IJS3LJ9,"+56 9 1332 9304",6335,,,605000,9
"Luisa Matos Solís",15607142,5,,ds7UTCBqTqK,"+56 2 1288 1943",1970,,,956000,4
"Sta. Vicente Solís Delafuente",26471375,1,,DUScNp18SsENEMp,"+56 9 3093 0243",6744,,,638000,8
"Sta. Mercedes Arias Moya",13092032,6,,0POHdbgK,"+56 2 3764 7345",5710,,,400000,1
"Graciela Velasco Rodríguez",753072,5,,cTJlZ7mqghmD,"+56 9 0064 9094",6699,,,101000,3
"María Covarrubias Santiago",23522199,3,,4bhyKrkKG,"+56 2 3812 9348",8333,,,39000,9
"Manuel Villareal Alva",20773831,9,,BdfR3umUz2,"+56 2 7825 6247",,,,864000,9
"Sra. Hernán Manzanares Molina",12979947,5,,EkAv4ghL,"+56 2 3838 4245",8216,,,642000,7
"Mario Nájera Niño",28472399,7,,V7U0TaLlI7mt,"+56 2 4427 9931",6709,,,191000,1
"Salvador Valentín Duarte",9855693,7,,QpUQuzVx6uYQJX,"+56 9 9738 7745",3235,,,26000,1
"Mariana Perales Echevarría",25372053,8,,jp5JNdud,"+56 9 7448 4728",9372,,,292000,6
"Lilia Arteaga Velasco",6189259,2,,yyWbWvOlxN6FcwY,"+56 2 3009 1110",716,,,532000,10
"Olivia Paz Martínez",26751062,4,,pa8aXp8Onh,"+56 2 2064 3359",4652,,,754000,5
"Esteban Delagarza Lucio",8918532,0,,CPq7PRZ5q5A77vb,"+56 2 9112 1659",,,,942000,10
"Juana Chacón Villegas",7623163,5,,cDU6zrJIJx4,"+56 2 1914 9420",6697,,,535000,1
"Andrea Villegas Gurule",21508654,1,,I86xpDPChu57onv,"+56 2 7820 5610",8594,,,15000,10
"Manuel Leiva Casanova",6849445,7,,5OttEb6X1j3nq61,"+56 9 9986 5237",1296,,,219000,4
"Lola Arteaga Carvajal",28200879,1,,9ifOTfnAY,"+56 2 9493 5529",4828,,,518000,1
"Andrés Jáquez Maldonado",7633571,1,,h13tPmbxVO,"+56 9 5274 8649",998,,,978000,9
"José María Colón Tamayo",13543225,5,,iXn3L7sJD,"+56 9 4085 5799",3983,,,617000,1
"Norma Esparza Altamirano",4474105,6,,xTQ4sN3Wn4awE,"+56 2 2305 1723",3542,,,179000,5
"Federico Suárez Henríquez",29671869,5,,c8eQfkoswI,"+56 2 1724 7558",9138,,,42000,8
"Marilu Armenta Beltrán",10301761,3,,vZm5tuCHXYE5,"+56 2 9826 0289",7794,,,599000,10
"Patricio Marroquín Ceballos",3692681,1,,YXHNsi3wCwA,"+56 2 7858 8488",2541,,,556000,5
"Luis Miguel Nájera Mondragón",12655032,4,,ZBsfr4G4Kg,"+56 2 9443 8128",1285,,,463000,4
"Carlos Jasso Guerra",23026293,6,,RU0nzzQvOa,"+56 9 1233 5824",6142,,,487000,8
"Barbara Lugo Valles",12905494,3,,SxUr7J6SgoLWA,"+56 2 6986 8957",3144,,,47000,6
"Beatriz Rosales Robles",24696855,7,,9goT1ToU,"+56 9 2252 4147",1186,,,441000,9
"Mónica Fonseca Galván",18468640,9,,iBpH27hVW,"+56 2 8498 5095",2284,,,57000,1
"Sr. Norma Alvarez Raya",15713409,6,,ipRrRpyJ2xQ0Te,"+56 2 1197 5962",5060,,,300000,3
"Sra. Susana Orozco Esquivel",29562465,1,,vJlu6gJ8od50,"+56 9 5852 6747",5774,,,655000,6
"Soledad Cotto Escobedo",1664331,3,,YzVJ3WIr8tTxxF,"+56 9 5445 2775",2209,,,431000,10
"Gabriela Tapia García",25931334,5,,hv4CiSfkT4J,"+56 2 9145 0456",9071,,,962000,7
"Patricia Páez Matos",25364073,1,,nvObx3rwOD,"+56 2 9386 7269",9365,,,314000,7
"Enrique Marín Lugo",26553701,3,,sgEL6dZ7TUjh81B,"+56 9 3053 1578",9671,,,786000,3
"Victoria Pelayo Baeza",26854929,2,,ILomq5K9NZO9wx,"+56 9 2918 0968",7255,,,471000,3
"Carmen Gonzales Zaragoza",2835153,8,,2c2aDguwdAdG3,"+56 2 8394 1891",7984,,,774000,3
"Daniel Pichardo Rico",24197891,5,,B9QbN1PUpliIUu,"+56 2 8419 0166",,,,869000,9
"Mariana Perales Echevarría",25372053,8,,jp5JNdud,"+56 9 7448 4728",9372,,,955000,5
"Andrés Madrid Escobedo",8528137,9,,suxB5f1cYVC,"+56 9 6888 9039",3516,,,97000,5
"Julio Granado Rojo",3698235,8,,KvDtsQ8ncSVY,"+56 9 2903 6169",7618,,,484000,1
"Mateo Carmona Saldivar",10577164,5,,vT2er3uOAhwA,"+56 9 6555 8956",,,,82000,8
"Natalia Cisneros Armendáriz",2569244,1,,RpCZ4Uvr,"+56 9 5613 3927",8260,,,219000,1
"Laura Barrera Almonte",15714200,1,,2NXQf5rmN6E8k,"+56 9 3306 3140",3290,,,680000,1
"Sta. Gabriela Rincón Tirado",20450441,5,,83sH66sfBghzv,"+56 2 7725 7091",7925,,,953000,7
"Magdalena Mota Salinas",21214807,6,,bktTQYjNQ59d5tl,"+56 9 9055 9119",9523,,,326000,2
"María Soledad Castillo Vélez",24632792,4,,S8izHBK2tV8jAo,"+56 9 9134 2236",2807,,,299000,9
"Elena Gaytán Alemán",21932124,8,,yWK6fd7BXCm,"+56 9 4533 6197",,,,833000,7
"Tomás Ceballos Chavarría",2648053,8,,z6wjaxNUq7421,"+56 9 8255 1554",6274,,,999000,8
"Adán Rivero Valadez",11232685,3,,h4bk2qRDsNzn,"+56 2 5745 4074",687,,,966000,2
"Gabriela Cardona Zayas",21663572,9,,j9baH7137xU,"+56 9 6316 2708",10,,,469000,2
"Leticia Maestas Montenegro",2316722,4,,vvAPqXNMn1Lny2D,"+56 9 8027 1149",,,,214000,5
"Cristobal Arguello Corona",16473400,8,,uKPSnSOh88eRj,"+56 2 4065 0650",499,,,729000,3
"Guillermo Sierra Galindo",10985769,6,,qO0XetyexO,"+56 9 4248 5016",4852,,,163000,5
"Adán Rivero Valadez",11232685,3,,h4bk2qRDsNzn,"+56 2 5745 4074",687,,,832000,9
"Sra. Octavio Alaniz Velasco",987524,1,,MR2fuzM2,"+56 2 8889 5655",421,,,468000,5
"Enrique Marín Lugo",26553701,3,,sgEL6dZ7TUjh81B,"+56 9 3053 1578",9671,,,567000,8
"Sta. Beatriz Gracia Águilar",26312485,5,,wtUQl98Wi,"+56 9 8092 9687",9815,,,401000,7
"Adela Zapata Vaca",20147437,5,,G8A5XCmdyuVA,"+56 9 3231 8144",8341,,,713000,1
"Francisco Casillas Cazares",7592611,4,,K36wgNz0Tf50Ri,"+56 2 4688 9090",9273,,,242000,6
"Lilia Arteaga Velasco",6189259,2,,yyWbWvOlxN6FcwY,"+56 2 3009 1110",716,,,727000,9
"Guillermo Alejandro Maestas",17929264,5,,Wn47Yg4vzZJV,"+56 9 0393 8892",2335,,,943000,7
"Carmen Vázquez Farías",10061288,2,,Zsc93sfWiC285,"+56 2 2339 1396",,,,427000,9
"Sergio Vanegas Rolón",23072304,3,,a8BI90DykgUIsY,"+56 2 9414 6505",6717,,,902000,2
"Sr. María Teresa Carreón Sanabria",5806404,3,,HhidY8UXklNR5c2B,"+56 9 3603 4023",,,,41000,5
"Jacobo Avilés Salinas",12994323,3,,oamg3GVy43u,"+56 2 7354 6901",1518,,,821000,4
"César Echevarría Valdivia",24451343,7,,33I5RMrjIJle5xb7,"+56 9 6112 0586",4204,,,346000,8
"Susana Espinoza Sisneros",12884058,7,,HW30qJPFBTe,"+56 9 8366 8307",1000,,,562000,5
"César Galindo Alba",6794524,5,,avNeI0avb1,"+56 9 4228 4280",,,,601000,5
"Mateo Carmona Saldivar",10577164,5,,vT2er3uOAhwA,"+56 9 6555 8956",,,,191000,1
"Irene Mascareñas Espinal",13870672,5,,m9jVgY2X4t,"+56 2 3326 2235",3695,,,960000,1
"Sr. Pedro Rojo Elizondo",2403983,3,,7LAeAVScs,"+56 9 3915 0957",,,,405000,6
"Elisa Botello Oquendo",10891708,7,,Zovz6mJNmzOq,"+56 9 3404 3998",3642,,,854000,4
"Mateo Carmona Saldivar",10577164,5,,vT2er3uOAhwA,"+56 9 6555 8956",,,,689000,5
"Ana Luisa Sanabria Salinas",28873736,6,,2Qrb0EKtNL,"+56 2 8186 4238",9348,,,413000,6
"Gilberto Miramontes Muñiz",12768133,2,,1CHUzkFfHPGg,"+56 2 6555 5654",8450,,,329000,9
"María Covarrubias Santiago",23522199,3,,4bhyKrkKG,"+56 2 3812 9348",8333,,,386000,10
"Federico Tejeda Garza",24907102,8,,IPy7xo00,"+56 2 5817 1544",4147,,,362000,8
"Gabriela Tapia García",25931334,5,,hv4CiSfkT4J,"+56 2 9145 0456",9071,,,837000,4
"Julio César Salgado Águilar",9079069,5,,6sjHb2ERj,"+56 2 3287 3452",335,,,386000,7
"Raúl Maldonado Reynoso",17233199,9,,woBWRS9mNs1GOVjU,"+56 2 1570 7442",8223,,,569000,9
"Sr. Arturo Barrera Gómez",4269403,7,,5abUYucG8ij8tM,"+56 9 1364 7860",7136,,,275000,9
"Norma Viera Zambrano",13924821,6,,4nOO5wwVIhRJ,"+56 9 2131 4560",,,,182000,8
"Daniel Verdugo Montaño",26116853,9,,EL9sU0s2hPkX,"+56 2 9038 3956",,,,471000,3
"Leonor Rodarte Roque",28948796,3,,6ZW8fT6w,"+56 9 6262 9243",,,,304000,5
"Eva Rosado Santiago",16104324,1,,rmtXMVGd4Nc6,"+56 2 4008 0534",,,,514000,4
"Luisa Matos Solís",15607142,5,,ds7UTCBqTqK,"+56 2 1288 1943",1970,,,34000,8
"Reina Murillo Rodrígez",9346889,5,,1sioLmW1hnqJmEL,"+56 2 7674 2531",,,,896000,3
"Blanca Castañeda Vergara",10820145,5,,3bZqGt0n1z0,"+56 2 4829 9296",4166,,,174000,2
"Ana Ledesma Garay",9022709,5,,Ri164wdLriGVL,"+56 9 7769 8997",,,,494000,5
"Sta. Gloria Rosario Rendón",1125581,6,,w5sNO4WDgjK5i,"+56 9 9119 9524",,,,147000,8
"Sr. José Tello Terrazas",14726212,9,,htRFRctz09,"+56 9 1588 4817",3290,,,779000,2
"Lola de Jesús Montoya",411392,8,,jWu6D3WInvP,"+56 9 4764 0777",,,,383000,2
"Verónica Reséndez Polanco",4069060,7,,Kg98d5Xg8zMk2Xx,"+56 2 2040 0120",4230,,,157000,7
"Elvira Pagan Menéndez",754461,0,,6XfDrOwjZ7d3vx,"+56 2 3703 7595",4521,,,792000,4
"Cristian Calderón Negrete",22641776,3,,NoACz505FhhWO3,"+56 9 8932 1835",880,,,49000,1
"Manuel Villareal Alva",20773831,9,,BdfR3umUz2,"+56 2 7825 6247",,,,708000,3
"Eva Briones Galindo",6336440,6,,FWlarj1LAg7zWMJl,"+56 9 7147 5539",9481,,,883000,4
"Sta. Micaela Vázquez Gil",3790541,3,,gO093LEdf3X5w,"+56 9 5422 6548",,,,387000,6
"Sta. Ramiro Robledo Rosas",3290299,7,,SBbB2geENZVW,"+56 2 0025 4274",4848,,,490000,7
"Elvira Puga Solorio",12573860,4,,sjqCZNRNzYA9,"+56 2 1687 4745",,,,439000,5
"José Emilio Alvarado Alcaraz",28386172,8,,UPZ6jcf76J,"+56 9 5720 3952",9868,,,822000,4
"Daniela Carrasquillo Maya",8158009,7,,5Ih0SR1VnkFkfPS,"+56 2 7899 3740",7004,,,749000,3
"Dolores Salcido Venegas",28120058,3,,N06KrIrEv,"+56 2 5001 6136",4985,,,214000,2
"Sta. Sergio Jáquez Amaya",28715961,5,,7Tpo8iLf,"+56 9 3949 9515",927,,,83000,6
"Ángela Robles Barrientos",25832718,7,,R8qAbwgHO,"+56 2 2165 2798",1853,,,991000,4
"Sra. Virginia Tapia Quintana",16424663,4,,ZtnDLuIb6,"+56 2 0939 1305",9110,,,994000,7
"Sr. Cristina Páez Rentería",2667561,5,,DVfWcS0jGmkZ,"+56 2 8807 5557",,,,196000,10
"Esteban Cortez Madrid",3701566,6,,ze7Dz9BfI,"+56 9 6899 7240",,,,520000,7
"Sra. Maricarmen Colón Gonzales",1106202,5,,xaNoWXBk14u,"+56 2 6570 7066",4120,,,558000,7
"Santiago Fonseca Guevara",6635245,2,,VBBAExjd2T46,"+56 2 6987 9772",8020,,,963000,2
"Tomás Ozuna Ojeda",18009208,9,,U0xdhlIQp52,"+56 2 1984 9615",9467,,,280000,9
"Teodoro Toro Altamirano",28543121,4,,8TySy5SWjV4ShuvF,"+56 9 9949 8005",5222,,,773000,1
"Emilio Huerta Duarte",1885674,6,,Rq1y68OI4E9Kn,"+56 9 5691 8294",6972,,,336000,6
"Ester Macías Lomeli",10960892,6,,Al70OwKnX8Y,"+56 9 9963 5757",9735,,,149000,4
"Florencia Cerda Aranda",3644021,5,,ec4Y9RUegC,"+56 2 9922 2149",6638,,,450000,5
"Santiago Carmona Mireles",5153494,9,,VWdXBx66B,"+56 2 3794 2703",6613,,,132000,3
"Norma Esparza Altamirano",4474105,6,,xTQ4sN3Wn4awE,"+56 2 2305 1723",3542,,,423000,6
"Enrique Melgar Corona",17832821,9,,S4nwGW0FPn,"+56 2 0221 4702",6558,,,797000,4
"Ester Palomo Díaz",20373766,0,,HxYamA780c,"+56 2 8442 4535",5247,,,828000,7
"José Madrigal Domínquez",27222892,7,,2neNTgdtp,"+56 9 4029 3787",,,,653000,1
"Esteban Cortez Madrid",3701566,6,,ze7Dz9BfI,"+56 9 6899 7240",,,,946000,9
"Sr. Daniela Berríos Uribe",3651537,1,,KxTI32HKhr,"+56 2 9509 5646",1829,,,264000,1
"Jorge Luis Arellano Espino",26705722,3,,xL8vdx4rjnV4luhi,"+56 2 0534 6403",,,,527000,3
"Leticia Sotelo Leyva",27975851,7,,x2oaUfJVsIL9av,"+56 9 4705 4845",1546,,,53000,8
"María Soledad Abeyta Griego",23579952,8,,PEMCg7N9hZ5t,"+56 9 3936 9280",9416,,,281000,2
"Inés Trujillo Tamez",27880071,0,,Tsa5uDPJ1,"+56 9 3979 1567",3653,,,735000,8
"Tomás Medrano Segovia",20507771,6,,ENIg7vj3t7U,"+56 9 5181 9815",383,,,344000,8
"Rosa Muñiz Zarate",12950815,7,,kJoKtRGs1v,"+56 2 9917 9231",82,,,855000,6
